総合危険度ランク,火災危険度ランク,建物倒壊危険度ランク,災害時活動困難度ランク,町丁目名
2,2,1,2,5141
1,1,1,2,5142
3,2,2,4,5143
1,2,1,4,5144
2,2,2,2,5145
2,2,2,1,5146
1,1,1,2,5147
2,1,1,2,5148
2,1,1,5,5149
3,2,2,4,5150
2,2,2,2,5151
3,3,2,2,5152
1,2,1,1,5153
2,2,2,2,5154
1,1,1,4,5155
1,1,1,2,5156
1,1,1,3,5157
1,1,1,3,5158
1,1,1,4,5159
1,1,1,3,5160
1,1,1,2,5161
1,1,1,2,5162
1,1,1,2,5163
1,1,1,2,5164
1,1,1,1,5165
1,1,1,1,5166
1,1,1,1,5167
1,1,1,1,5168
1,1,1,1,5169
1,1,1,1,5170
1,1,1,1,5171
1,1,1,1,5172
1,1,1,1,5173
3,3,2,2,5174
1,1,1,1,5175
1,1,1,5,5176
1,1,1,4,5177
