総合危険度ランク,火災危険度ランク,建物倒壊危険度ランク,災害時活動困難度ランク,町丁目名
5,5,5,3,2605
3,3,4,2,2606
3,3,4,1,2607
4,3,4,2,2608
5,5,5,2,2609
4,4,4,2,2610
2,2,3,2,2611
4,4,4,2,2612
5,5,5,3,2613
3,3,4,1,2614
5,5,5,2,2615
1,1,2,1,2616
5,5,5,3,2617
4,4,4,2,2618
4,5,4,2,2619
2,2,2,2,2620
4,4,4,2,2621
5,5,5,3,2622
5,5,5,3,2623
4,4,4,2,2624
4,3,4,2,2625
1,1,2,1,2626
2,2,2,2,2627
1,1,1,1,2628
3,3,4,1,2629
1,3,4,1,2630
2,1,2,1,2631
2,2,3,1,2632
2,2,2,1,2633
1,1,2,1,2634
1,2,3,1,2635
1,1,2,1,2636
2,2,2,2,2637
2,2,2,1,2638
3,2,3,2,2639
2,1,2,2,2640
3,2,3,3,2641
3,2,3,3,2642
3,3,3,2,2643
3,3,3,2,2644
1,1,2,1,2645
2,3,4,1,2646
3,3,3,2,2647
3,3,3,1,2648
3,3,3,2,2649
3,3,3,1,2650
3,2,3,1,2651
2,2,3,1,2652
2,3,3,1,2653
2,3,4,1,2654
3,3,3,2,2655
2,3,3,1,2656
1,1,1,1,2657
1,1,1,1,2658
4,3,3,3,2659
5,4,4,4,2660
4,5,4,2,2661
3,2,3,2,2662
2,1,2,1,2663
3,2,3,3,2664
4,3,3,3,2665
3,3,3,3,2666
3,2,2,2,2667
2,2,3,1,2668
2,2,3,1,2669
2,2,2,1,2670
2,1,3,1,2671
2,2,3,1,2672
3,3,3,2,2673
1,1,2,1,2674
4,4,3,3,2675
3,3,3,2,2676
4,4,4,2,2677
5,4,4,4,2678
2,2,2,1,2679
4,4,4,3,2680
4,4,3,3,2681
3,3,4,2,2682
1,1,1,2,2683
1,1,1,2,2684
3,1,3,2,2685
3,3,3,2,2686
2,1,2,1,2687
1,1,2,1,2688
1,1,1,1,2689
2,1,2,1,2690
1,1,1,1,2691
2,2,3,1,2692
2,2,3,1,2693
1,1,1,2,2694
2,1,1,3,2695
3,2,2,3,2696
2,1,1,5,2697
2,2,2,1,2698
2,1,2,2,2699
2,2,2,1,2700
2,2,2,1,2701
2,2,2,2,2702
3,2,3,2,2703
2,2,3,1,2704
2,2,3,1,2705
1,2,2,1,2706
2,2,2,2,2707
5,4,4,3,2708
3,2,3,2,2709
3,2,3,2,2710
3,3,3,2,2711
1,1,2,1,2712
2,2,3,1,2713
2,2,3,1,2714
2,2,3,1,2715
2,2,3,1,2716
3,3,3,2,2717
2,1,2,1,2718
1,1,2,1,2719
3,2,3,2,2720
2,2,3,1,2721
3,2,3,1,2722
2,2,2,1,2723
1,1,1,1,2724
2,2,3,1,2725
1,1,1,1,2726
2,2,2,2,2727
2,2,1,2,2728
2,2,2,2,2729
3,4,4,1,2730
4,4,4,2,2731
5,4,5,3,2732
5,5,4,4,2733
5,4,4,4,2734
5,5,5,2,2735
4,4,4,2,2736
1,2,3,1,2737
1,1,2,1,2738
1,2,2,1,2739
2,2,3,1,2740
2,1,2,1,2741
3,1,2,2,2742
2,1,1,3,2743
2,2,2,2,2744
4,5,5,2,2745
5,5,5,3,2746
2,2,3,2,2747
2,2,3,1,2748
2,2,3,1,2749
3,2,3,2,2750
3,2,3,3,2751
3,3,3,2,2752
2,2,2,2,2753
1,1,2,1,2754
1,1,2,1,2755
1,2,2,1,2756
1,1,2,1,2757
1,1,1,1,2758
1,1,1,1,2759
1,1,2,1,2760
1,1,2,1,2761
1,1,2,1,2762
3,2,3,2,2763
2,1,3,1,2764
3,2,3,2,2765
3,2,3,2,2766
3,1,3,2,2767
2,1,3,1,2768
3,1,4,1,2769
2,1,3,1,2770
2,2,3,1,2771
2,1,2,2,2772
3,3,3,2,2773
2,2,3,1,2774
2,2,3,1,2775
2,2,3,1,2776
2,2,3,1,2777
2,2,3,1,2778
2,2,3,1,2779
3,3,4,1,2780
2,2,3,1,2781
1,1,1,2,2782
3,2,3,2,2783
3,2,3,2,2784
3,3,4,1,2785
3,3,4,1,2786
2,2,3,1,2787
2,2,3,1,2788
2,3,3,1,2789
4,4,3,2,2790
3,2,3,2,2791
2,2,3,1,2792
2,2,3,1,2793
3,3,4,1,2794
2,3,4,1,2795
2,2,3,1,2796
1,2,3,1,2797
2,2,3,1,2798
1,2,2,1,2799
1,2,2,1,2800
2,3,3,1,2801
3,3,4,1,2802
3,3,4,1,2803
3,3,3,1,2804
2,2,2,1,2805
3,3,3,1,2806
3,3,3,1,2807
3,3,3,1,2808
4,4,4,3,2809
2,1,2,1,2810
1,1,1,4,2811
2,2,3,1,2812
3,2,4,2,2813
4,3,3,3,2814
5,5,3,3,2815
2,2,2,1,2816
4,3,3,2,2817
3,2,3,1,2818
2,2,3,1,2819
3,3,4,2,2820
3,2,3,3,2821
4,4,4,2,2822
3,2,3,3,2823
2,2,2,1,2824
4,4,4,1,2825
3,3,3,1,2826
3,3,3,2,2827
4,3,4,3,2828
3,2,3,3,2829
3,3,3,2,2830
3,2,3,2,2831
1,2,3,1,2832
3,2,3,1,2833
2,2,3,1,2834
2,2,2,1,2835
3,4,4,1,2836
3,4,4,1,2837
5,5,4,3,2838
3,4,5,1,2839
2,2,3,2,2840
4,3,3,2,2841
5,3,4,5,2842
2,1,1,3,2843
4,3,3,3,2844
4,3,3,2,2845
2,2,3,1,2846
4,4,5,1,2847
3,3,4,2,2848
4,4,4,2,2849
3,4,5,1,2850
2,3,4,1,2851
2,3,4,1,2852
4,4,4,2,2853
1,2,3,1,2854
3,3,3,1,2855
3,3,4,1,2856
3,3,4,1,2857
3,3,4,1,2858
3,3,4,2,2859
1,2,2,1,2860
2,2,3,1,2861
4,3,3,3,2862
1,1,1,2,2863
2,2,2,1,2864
2,2,3,1,2865
2,3,3,1,2866
3,3,3,1,2867
1,1,1,2,2868
1,1,1,1,2869
4,3,4,2,2870
3,4,4,1,2871
5,5,4,3,2872
2,2,3,1,2873
3,3,3,2,2874
3,2,3,2,2875
3,2,3,2,2876
1,2,2,1,2877
2,2,2,1,2878
2,1,2,2,2879
2,2,2,1,2880
3,4,4,2,2881
3,3,3,1,2882
2,3,3,1,2883
3,3,3,2,2884
2,2,3,2,2885
2,1,1,2,2886
2,2,2,1,2887
1,2,2,1,2888
2,2,3,1,2889
3,3,3,1,2890
3,4,4,1,2891
4,4,4,1,2892
3,3,4,2,2893
3,3,3,1,2894
2,2,3,1,2895
2,3,4,1,2896
2,3,4,1,2897
5,4,5,3,2898
4,4,4,2,2899
3,3,4,2,2900
2,2,3,1,2901
3,3,3,1,2902
2,2,2,1,2903
2,2,3,1,2904
2,1,2,2,2905
2,2,2,2,2906
2,2,2,2,2907
3,2,3,2,2908
2,2,3,1,2909
5,5,5,2,2910
4,5,4,2,2911
2,2,3,1,2912
1,2,2,1,2913
2,2,3,1,2914
2,3,3,1,2915
3,3,4,1,2916
3,3,4,1,2917
5,4,5,2,2918
3,3,4,1,2919
4,4,4,2,2920
5,5,5,3,2921
4,4,5,2,2922
3,3,4,1,2923
2,2,3,1,2924
2,2,2,2,2925
2,3,3,1,2926
2,2,3,1,2927
2,2,3,1,2928
2,2,3,1,2929
1,1,1,1,2930
2,2,3,1,2931
3,3,3,1,2932
1,1,1,1,2933
3,3,3,1,2934
4,4,4,2,2935
4,4,4,2,2936
3,3,4,1,2937
4,4,4,2,2938
2,2,3,1,2939
2,2,3,1,2940
3,2,3,1,2941
3,3,3,2,2942
3,3,4,2,2943
3,3,3,2,2944
2,3,3,1,2945
3,3,2,2,2946
1,2,3,1,2947
1,2,4,1,2948
3,3,3,1,2949
4,4,4,2,2950
3,3,3,2,2951
3,2,3,1,2952
2,2,3,1,2953
3,3,4,1,2954
3,2,3,2,2955
4,4,4,2,2956
4,3,3,3,2957
3,2,3,2,2958
3,2,3,2,2959
1,1,2,1,2960
1,2,3,1,2961
2,2,2,1,2962
3,3,3,2,2963
3,3,3,2,2964
4,3,3,3,2965
3,3,3,1,2966
3,3,3,1,2967
3,3,3,2,2968
3,3,3,1,2969
1,1,1,2,2970
1,1,1,1,2971
1,1,1,1,2972
4,4,4,2,2973
1,1,2,1,2974
1,2,2,1,2975
1,2,2,1,2976
1,2,3,1,2977
2,2,3,1,2978
2,2,3,1,2979
3,3,2,2,2980
3,3,3,2,2981
1,2,1,1,2982
2,2,2,2,2983
3,3,3,2,2984
1,2,2,1,2985
2,3,3,1,2986
2,2,3,1,2987
1,2,2,1,2988
3,3,4,1,2989
2,2,3,1,2990
3,3,4,1,2991
2,2,3,1,2992
3,3,3,2,2993
1,3,3,1,2994
2,2,3,1,2995
1,2,2,1,2996
1,1,2,1,2997
1,2,2,1,2998
1,2,2,1,2999
1,2,3,1,3000
4,4,3,2,3001
1,2,2,1,3002
1,2,2,1,3003
3,3,3,1,3004
2,2,3,1,3005
3,3,3,1,3006
3,3,3,1,3007
3,3,3,2,3008
1,1,2,1,3009
1,1,2,1,3010
1,1,1,1,3011
1,1,1,1,3012
1,1,2,1,3013
1,2,2,1,3014
1,2,2,1,3015
4,3,3,2,3016
2,3,3,1,3017
3,3,4,2,3018
4,4,4,2,3019
3,2,3,2,3020
4,3,4,2,3021
4,4,4,2,3022
2,2,3,1,3023
3,3,3,2,3024
3,3,3,2,3025
1,1,1,1,3026
1,2,2,1,3027
3,4,4,1,3028
1,2,2,1,3029
4,4,4,2,3030
1,3,3,1,3031
1,3,3,1,3032
2,3,3,1,3033
2,2,3,1,3034
1,2,3,1,3035
1,2,2,1,3036
1,2,2,1,3037
2,2,2,1,3038
1,1,1,2,3039
3,3,3,2,3040
3,2,3,3,3041
3,2,3,2,3042
3,3,3,2,3043
3,3,3,2,3044
3,3,3,2,3045
4,4,4,2,3046
4,4,4,2,3047
3,3,3,2,3048
2,2,3,1,3049
1,1,1,2,3050
1,1,2,1,3051
3,2,3,2,3052
2,2,1,2,3053
4,4,4,3,3054
5,5,4,2,3055
3,2,3,2,3056
3,3,3,2,3057
3,3,4,1,3058
3,4,4,1,3059
3,2,3,2,3060
1,1,1,1,3061
4,3,3,3,3062
2,2,2,1,3063
1,1,2,1,3064
1,2,3,1,3065
2,2,3,1,3066
2,3,3,1,3067
1,1,1,1,3068
2,2,3,1,3069
3,3,4,1,3070
3,3,4,1,3071
3,3,3,1,3072
2,1,2,1,3073
1,2,2,1,3074
3,3,3,1,3075
3,3,3,1,3076
3,3,3,2,3077
4,5,5,2,3078
3,4,5,1,3079
1,1,2,1,3080
1,2,3,1,3081
1,2,2,1,3082
1,2,2,1,3083
1,1,1,1,3084
1,2,3,1,3085
1,1,1,1,3086
3,4,3,2,3087
3,3,3,2,3088
3,4,3,2,3089
4,4,3,2,3090
4,4,3,2,3091
4,4,4,3,3092
4,4,3,2,3093
3,3,3,2,3094
2,2,3,1,3095
1,1,1,1,3096
1,1,2,1,3097
2,2,2,1,3098
2,1,2,1,3099
1,1,1,1,3100
1,1,1,1,3101
1,1,1,1,3102
1,1,1,2,3103
1,1,1,1,3104
1,1,1,1,3105
1,1,1,1,3106
1,1,1,1,3107
3,4,3,1,3108
2,3,3,1,3109
2,2,3,1,3110
2,3,3,1,3111
3,3,4,1,3112
3,3,3,1,3113
2,3,4,1,3114
2,2,3,1,3115
3,3,3,2,3116
3,3,3,2,3117
4,4,3,2,3118
3,4,3,1,3119
3,3,3,2,3120
2,1,1,2,3121
1,1,1,2,3122
1,2,2,1,3123
1,1,1,1,3124
2,2,2,2,3125
2,2,1,3,3126
3,2,3,2,3127
3,3,3,1,3128
2,3,3,1,3129
1,2,2,1,3130
3,3,3,2,3131
3,3,3,1,3132
2,2,2,1,3133
1,1,2,1,3134
2,4,3,1,3135
3,2,3,2,3136
4,4,4,3,3137
4,4,4,3,3138
2,2,2,2,3139
2,1,1,3,3140
1,1,1,4,3141
1,1,1,1,3142
1,1,2,1,3143
1,1,1,2,3144
2,3,2,2,3145
2,1,1,5,3146
1,2,2,1,3147
1,1,1,3,3148
1,1,1,3,3149
1,1,1,4,3150
1,1,1,3,3151
1,1,1,5,3152
2,2,2,1,3153
1,1,1,2,3154
1,1,1,2,3155
1,1,1,3,3156
2,2,2,2,3157
1,1,1,1,3158
1,1,1,1,3159
2,1,1,2,3160
1,1,1,1,3161
1,1,1,1,3162
2,1,1,2,3163
2,1,1,2,3164
1,2,2,1,3165
1,1,1,4,3166
1,1,1,1,3167
1,1,1,4,3168
1,1,1,5,3169
1,1,1,2,3170
2,2,1,2,3171
2,2,1,3,3172
1,1,1,5,3173
1,1,1,3,3174
1,1,1,1,3175
1,1,1,1,3176
2,1,1,5,3177
1,1,1,2,3178
1,1,1,1,3179
1,1,2,1,3180
1,1,1,1,3181
1,1,1,2,3182
2,1,1,3,3183
1,1,1,3,3184
2,1,2,1,3185
2,2,2,2,3186
1,1,2,1,3187
1,2,2,1,3188
1,1,1,2,3189
2,2,2,2,3190
2,3,2,2,3191
1,2,2,1,3192
1,2,2,1,3193
1,1,1,1,3194
1,1,1,4,3195
1,1,1,3,3196
1,1,1,1,3197
1,1,1,2,3198
2,2,2,1,3199
2,2,2,3,3200
1,2,2,1,3201
1,1,2,1,3202
1,2,2,1,3203
1,1,2,1,3204
1,1,1,5,3205
1,1,1,5,3206
1,1,1,1,3207
1,1,1,2,3208
1,1,1,4,3209
1,1,1,2,3210
2,2,2,3,3211
1,1,1,3,3212
1,1,1,3,3213
1,1,1,2,3214
1,2,2,1,3215
1,1,1,1,3216
1,1,1,1,3217
1,2,2,1,3218
2,2,2,3,3219
1,1,1,3,3220
1,2,2,1,3221
1,3,2,1,3222
1,1,1,5,3223
1,2,2,1,3224
3,2,2,3,3225
3,2,2,3,3226
3,2,2,3,3227
2,2,2,2,3228
2,2,1,3,3229
2,1,2,2,3230
1,1,1,2,3231
1,1,1,1,3232
2,2,1,2,3233
1,1,1,4,3234
2,2,1,2,3235
1,1,1,2,3236
2,1,2,2,3237
2,1,1,3,3238
1,1,1,3,3239
1,1,1,3,3240
2,1,1,3,3241
1,1,1,2,3242
1,1,2,1,3243
1,1,1,5,3244
2,1,1,2,3245
1,1,1,3,3246
1,2,3,1,3247
1,2,2,1,3248
1,1,2,1,3249
1,1,1,1,3250
1,1,1,1,3251
1,1,1,4,3252
1,1,1,1,3253
1,1,1,1,3254
2,2,3,1,3255
1,2,2,1,3256
1,1,1,1,3257
1,1,1,2,3258
1,1,1,1,3259
1,2,2,1,3260
2,2,1,4,3261
1,1,1,5,3262
1,1,1,1,3263
1,1,1,1,3264
1,1,1,1,3265
1,1,1,1,3266
1,1,1,1,3267
1,1,3,1,3268
1,1,2,1,3269
1,1,1,5,3270
1,1,1,3,3271
1,1,1,1,3272
1,1,1,1,3273
1,1,2,1,3274
1,1,1,1,3275
1,1,2,1,3276
1,1,1,1,3277
1,1,2,1,3278
1,1,1,1,3279
1,1,1,2,3280
1,1,1,2,3281
1,1,1,4,3282
1,2,2,1,3283
2,2,2,2,3284
1,2,2,1,3285
1,1,1,2,3286
1,2,2,1,3287
2,2,2,1,3288
3,3,2,3,3289
1,1,2,1,3290
1,1,1,3,3291
1,1,1,2,3292
1,1,1,3,3293
1,1,1,1,3294
1,1,2,1,3295
2,2,1,3,3296
1,1,2,1,3297
2,2,2,2,3298
2,2,2,1,3299
1,1,1,4,3300
1,1,2,1,3301
1,1,2,1,3302
2,2,2,3,3303
1,1,1,1,3304
1,1,2,1,3305
1,1,1,1,3306
1,1,1,1,3307
1,1,1,1,3308
1,1,2,1,3309
1,2,2,1,3310
1,2,2,1,3311
1,2,1,1,3312
1,2,1,1,3313
1,1,2,1,3314
1,1,1,1,3315
1,1,1,1,3316
1,1,1,1,3317
1,1,1,1,3318
1,1,1,1,3319
1,1,1,1,3320
1,1,1,1,3321
1,1,1,2,3322
1,1,1,1,3323
1,1,1,1,3324
1,1,1,1,3325
1,1,1,1,3326
1,1,1,2,3327
1,1,1,1,3328
1,1,1,1,3329
1,1,1,1,3330
1,1,1,1,3331
1,1,1,1,3332
1,1,1,1,3333
1,1,1,1,3334
2,2,2,3,3335
1,1,1,1,3336
2,2,2,3,3337
1,1,1,1,3338
1,1,1,2,3339
2,1,1,2,3340
2,1,1,2,3341
1,1,1,2,3342
1,1,1,1,3343
1,1,1,1,3344
2,1,1,4,3345
2,1,1,3,3346
2,1,1,3,3347
2,1,1,5,3348
1,1,1,1,3349
1,1,1,2,3350
1,1,1,2,3351
1,1,1,2,3352
2,2,2,2,3353
1,1,1,2,3354
1,1,1,2,3355
1,1,1,2,3356
2,1,1,3,3357
2,2,1,2,3358
1,1,1,2,3359
1,1,2,1,3360
3,3,2,2,3361
2,2,1,2,3362
3,2,2,4,3363
2,2,2,2,3364
1,1,1,1,3365
3,1,2,4,3366
1,1,1,2,3367
1,1,1,1,3368
1,1,1,2,3369
1,1,1,2,3370
2,1,1,3,3371
1,1,1,2,3372
1,1,1,2,3373
1,1,1,2,3374
2,2,2,2,3375
1,2,1,2,3376
2,2,1,2,3377
3,3,2,3,3378
3,2,2,3,3379
2,1,1,2,3380
2,1,2,2,3381
1,1,1,2,3382
1,1,1,1,3383
2,1,1,2,3384
1,1,1,2,3385
2,2,2,3,3386
2,2,2,2,3387
1,1,1,2,3388
2,1,2,2,3389
2,2,2,2,3390
1,1,1,2,3391
2,2,2,2,3392
2,1,2,3,3393
1,1,1,2,3394
1,1,1,2,3395
1,1,1,2,3396
1,1,1,1,3397
2,2,1,2,3398
1,1,1,2,3399
1,1,1,1,3400
2,1,1,2,3401
1,1,1,1,3402
1,1,1,1,3403
1,1,1,1,3404
1,1,1,1,3405
1,1,1,1,3406
1,1,1,1,3407
1,1,1,2,3408
1,1,1,3,3409
1,1,1,3,3410
1,1,1,3,3411
1,1,1,3,3412
3,3,2,3,3413
2,2,1,2,3414
1,2,1,2,3415
2,2,1,2,3416
2,2,1,2,3417
3,2,2,3,3418
3,3,2,3,3419
3,3,2,3,3420
3,3,2,4,3421
1,1,2,1,3422
2,2,2,3,3423
2,2,2,2,3424
3,3,2,3,3425
2,2,2,2,3426
2,3,2,2,3427
3,3,2,2,3428
3,3,2,2,3429
3,4,2,3,3430
2,2,1,3,3431
1,1,1,1,3432
2,2,2,2,3433
3,3,2,2,3434
3,3,2,2,3435
2,1,1,3,3436
2,2,1,2,3437
2,2,2,2,3438
2,1,1,2,3439
2,2,2,2,3440
1,1,1,1,3441
2,1,1,3,3442
1,1,1,1,3443
2,1,1,2,3444
2,2,2,1,3445
1,2,1,3,3446
1,1,1,1,3447
1,1,1,1,3448
1,1,2,1,3449
2,2,2,1,3450
1,1,2,1,3451
2,2,1,2,3452
2,2,2,3,3453
2,2,2,2,3454
2,2,2,2,3455
2,2,2,2,3456
2,2,2,2,3457
1,1,1,1,3458
1,1,1,1,3459
1,2,1,2,3460
1,1,1,1,3461
2,2,1,2,3462
1,3,2,1,3463
2,1,1,3,3464
2,3,1,2,3465
2,1,1,2,3466
3,3,2,3,3467
3,3,2,2,3468
3,3,2,5,3469
4,3,2,5,3470
4,3,2,5,3471
4,3,2,5,3472
4,3,2,5,3473
3,2,2,3,3474
1,1,1,4,3475
2,1,1,5,3476
2,2,2,3,3477
2,1,1,3,3478
2,1,1,3,3479
1,1,1,2,3480
3,3,2,2,3481
3,3,1,3,3482
2,2,1,3,3483
3,3,2,3,3484
1,1,1,2,3485
2,2,1,3,3486
2,3,1,3,3487
2,2,1,3,3488
2,2,1,3,3489
2,2,1,2,3490
2,1,1,4,3491
2,2,1,3,3492
2,3,2,2,3493
3,3,2,3,3494
2,2,1,2,3495
3,3,2,3,3496
1,1,1,3,3497
3,3,2,4,3498
1,1,1,2,3499
1,1,1,4,3500
1,1,1,2,3501
2,2,1,3,3502
1,1,1,2,3503
1,1,1,2,3504
1,2,1,1,3505
1,1,1,1,3506
1,1,1,2,3507
2,2,2,3,3508
3,3,2,3,3509
3,3,2,3,3510
3,3,2,3,3511
3,3,2,3,3512
2,2,1,2,3513
3,3,2,4,3514
1,1,1,2,3515
2,2,1,2,3516
1,2,1,3,3517
1,1,1,2,3518
2,1,1,3,3519
1,1,1,2,3520
2,1,1,3,3521
2,2,1,4,3522
2,2,1,2,3523
1,1,1,2,3524
2,2,1,2,3525
1,1,1,4,3526
1,1,1,2,3527
1,1,1,1,3528
2,1,1,4,3529
1,1,1,1,3530
1,1,1,2,3531
1,1,1,1,3532
1,1,1,1,3533
1,1,1,4,3534
3,2,2,2,3535
2,1,1,3,3536
2,2,2,2,3537
1,1,1,2,3538
1,1,1,1,3539
1,1,2,1,3540
1,1,1,1,3541
1,1,1,1,3542
1,1,1,1,3543
1,1,2,1,3544
1,1,1,1,3545
1,1,1,1,3546
1,1,1,1,3547
1,1,1,2,3548
1,1,1,3,3549
1,1,1,4,3550
1,1,1,2,3551
1,1,1,5,3552
2,1,2,3,3553
1,1,1,5,3554
2,1,1,3,3555
1,1,1,4,3556
1,1,1,4,3557
1,1,1,5,3558
1,1,1,4,3559
1,1,1,1,3560
1,1,1,1,3561
1,1,1,1,3562
1,1,1,1,3563
1,1,1,1,3564
1,1,1,1,3565
1,1,1,1,3566
1,1,1,1,3567
1,1,1,2,3568
1,1,1,1,3569
1,1,1,1,3570
2,1,1,2,3571
1,1,1,2,3572
1,1,1,1,3573
2,1,1,3,3574
2,1,2,2,3575
3,1,2,4,3576
2,1,2,2,3577
2,2,2,2,3578
2,1,2,3,3579
1,1,1,4,3580
1,1,1,2,3581
1,1,1,2,3582
1,1,1,2,3583
1,1,1,2,3584
1,1,1,3,3585
1,1,1,3,3586
2,2,2,3,3587
2,1,1,3,3588
1,1,1,3,3589
2,1,2,2,3590
2,1,2,2,3591
1,1,1,4,3592
3,2,2,3,3593
3,2,2,2,3594
3,2,1,4,3595
1,1,1,3,3596
1,1,1,3,3597
2,1,1,3,3598
1,1,1,1,3599
1,1,1,1,3600
1,1,1,1,3601
2,1,1,3,3602
1,1,1,4,3603
1,1,1,4,3604
1,1,1,2,3605
1,1,1,3,3606
1,1,1,3,3607
1,1,1,5,3608
1,1,1,3,3609
1,1,1,4,3610
1,1,1,2,3611
1,1,2,1,3612
1,1,2,1,3613
1,1,1,1,3614
1,1,2,1,3615
1,1,1,1,3616
1,1,1,4,3617
1,1,1,4,3618
1,1,1,2,3619
2,1,1,3,3620
1,1,1,1,3621
1,1,1,2,3622
1,1,1,1,3623
1,1,1,2,3624
1,1,1,4,3625
1,1,1,3,3626
1,1,1,3,3627
1,1,1,5,3628
1,1,1,2,3629
1,1,1,5,3630
1,1,1,4,3631
3,2,2,4,3632
2,2,1,3,3633
1,1,1,1,3634
1,1,1,1,3635
1,1,1,2,3636
1,1,1,5,3637
1,1,1,5,3638
1,1,1,3,3639
1,1,1,2,3640
1,1,1,2,3641
3,2,2,4,3642
2,1,1,3,3643
3,2,2,4,3644
2,1,2,2,3645
2,2,2,2,3646
2,2,2,2,3647
3,1,2,3,3648
2,1,2,3,3649
2,2,1,2,3650
3,2,2,3,3651
2,2,2,1,3652
1,1,1,1,3653
1,1,1,2,3654
1,1,1,2,3655
1,1,1,1,3656
2,1,1,3,3657
2,2,1,2,3658
2,2,2,2,3659
2,1,2,2,3660
1,1,1,2,3661
3,3,2,2,3662
3,3,3,3,3663
2,2,1,3,3664
2,2,2,1,3665
1,1,1,2,3666
1,1,1,2,3667
1,1,2,1,3668
2,2,2,2,3669
1,1,1,2,3670
2,2,1,2,3671
2,2,1,2,3672
2,2,2,2,3673
2,1,1,3,3674
2,2,1,2,3675
1,1,1,1,3676
2,2,1,2,3677
1,1,1,2,3678
1,1,1,1,3679
1,1,1,2,3680
2,2,2,2,3681
2,2,2,3,3682
1,1,1,3,3683
3,2,2,3,3684
2,2,2,2,3685
2,1,1,2,3686
2,1,2,2,3687
2,3,2,2,3688
3,3,2,4,3689
2,2,1,2,3690
2,2,1,3,3691
2,1,1,2,3692
2,1,1,4,3693
1,1,1,3,3694
2,1,1,3,3695
3,3,2,2,3696
2,2,2,2,3697
4,3,2,4,3698
2,1,1,2,3699
1,1,1,2,3700
1,1,1,2,3701
2,1,1,2,3702
1,1,1,2,3703
1,1,1,1,3704
2,2,2,2,3705
2,2,1,2,3706
2,2,2,1,3707
3,2,2,3,3708
2,2,1,4,3709
1,1,1,1,3710
1,1,1,1,3711
2,2,2,2,3712
3,2,2,3,3713
2,2,2,3,3714
3,3,2,4,3715
1,1,1,2,3716
1,1,1,1,3717
2,2,2,2,3718
3,3,2,3,3719
3,3,2,3,3720
2,1,1,3,3721
2,1,2,2,3722
2,1,1,2,3723
2,2,1,4,3724
2,2,1,2,3725
1,1,1,2,3726
1,1,1,1,3727
1,1,1,2,3728
1,1,1,1,3729
1,1,1,2,3730
1,1,1,1,3731
2,2,2,2,3732
2,2,2,2,3733
1,1,1,2,3734
1,2,1,1,3735
1,1,1,2,3736
3,3,2,2,3737
1,1,1,1,3738
1,1,1,2,3739
1,2,1,1,3740
1,1,1,1,3741
1,2,1,1,3742
2,2,2,3,3743
2,2,1,3,3744
1,1,1,2,3745
1,1,1,1,3746
2,2,1,3,3747
2,2,1,2,3748
2,1,1,2,3749
3,2,2,4,3750
2,2,2,3,3751
1,1,1,1,3752
2,2,2,2,3753
2,1,1,3,3754
2,1,1,3,3755
1,1,1,1,3756
1,2,1,1,3757
1,2,1,1,3758
2,1,1,2,3759
2,2,1,2,3760
2,2,1,3,3761
1,1,1,2,3762
1,1,1,2,3763
2,1,1,3,3764
2,1,2,2,3765
1,1,1,1,3766
1,1,2,1,3767
2,1,2,1,3768
2,2,2,1,3769
1,1,1,1,3770
2,2,2,2,3771
2,1,1,3,3772
1,1,2,1,3773
2,2,2,1,3774
2,2,2,3,3775
1,1,1,1,3776
2,1,1,3,3777
3,3,2,3,3778
2,2,1,3,3779
3,2,2,3,3780
3,2,2,3,3781
1,1,1,1,3782
2,1,1,3,3783
1,1,1,4,3784
1,1,1,3,3785
1,1,1,1,3786
2,2,2,3,3787
2,1,1,3,3788
2,2,1,3,3789
1,1,1,1,3790
1,1,1,1,3791
1,1,1,1,3792
2,2,1,2,3793
2,2,1,2,3794
1,2,1,2,3795
1,1,1,2,3796
1,1,1,2,3797
2,1,2,2,3798
2,1,1,2,3799
1,2,2,1,3800
2,1,1,2,3801
2,2,2,2,3802
2,2,2,3,3803
1,1,1,3,3804
2,2,2,2,3805
2,2,2,2,3806
2,1,2,2,3807
1,1,1,1,3808
2,1,1,3,3809
1,1,1,3,3810
2,1,1,2,3811
2,1,1,2,3812
1,1,1,1,3813
3,2,2,3,3814
1,1,2,1,3815
2,1,1,3,3816
1,1,1,2,3817
1,1,1,1,3818
1,2,2,1,3819
1,1,2,1,3820
2,1,2,1,3821
1,1,1,1,3822
2,1,1,3,3823
2,1,2,2,3824
2,1,1,3,3825
1,1,1,2,3826
2,1,1,2,3827
1,1,1,2,3828
1,1,1,2,3829
1,1,1,1,3830
1,2,2,1,3831
1,2,2,1,3832
2,2,2,2,3833
2,1,2,2,3834
2,2,2,2,3835
1,1,1,1,3836
1,1,1,1,3837
1,1,1,1,3838
1,1,1,1,3839
1,1,1,1,3840
2,2,2,3,3841
1,1,1,2,3842
1,1,1,1,3843
1,1,1,1,3844
2,1,1,2,3845
2,2,2,2,3846
1,1,1,1,3847
1,1,1,2,3848
1,1,1,3,3849
1,1,1,1,3850
2,1,2,2,3851
2,1,1,3,3852
2,1,1,3,3853
1,1,1,1,3854
1,1,1,2,3855
1,1,1,2,3856
1,1,2,1,3857
2,1,2,2,3858
3,2,2,2,3859
2,2,1,3,3860
2,2,2,2,3861
2,2,2,2,3862
2,2,2,2,3863
1,1,1,2,3864
2,2,2,3,3865
1,1,1,2,3866
1,1,1,2,3867
2,1,1,4,3868
1,1,1,1,3869
1,1,1,1,3870
1,1,1,1,3871
2,1,1,2,3872
